"index","season"
1629,"Autumn"
1630,"Autumn"
1631,"Autumn"
1632,"Autumn"
1633,"Autumn"
1634,"Autumn"
1635,"Autumn"
1636,"Autumn"
1637,"Autumn"
1638,"Autumn"
1639,"Autumn"
1640,"Autumn"
1641,"Autumn"
1642,"Autumn"
1643,"Autumn"
1644,"Autumn"
1645,"Autumn"
1646,"Autumn"
1647,"Autumn"
1648,"Autumn"
1649,"Autumn"
1650,"Autumn"
1651,"Autumn"
1652,"Autumn"
1653,"Autumn"
1654,"Autumn"
1655,"Autumn"
1656,"Autumn"
1657,"Autumn"
1658,"Autumn"
1659,"Autumn"
1660,"Autumn"
1661,"Autumn"
1662,"Autumn"
1663,"Autumn"
1664,"Autumn"
1665,"Autumn"
1666,"Autumn"
1667,"Autumn"
1668,"Autumn"
1669,"Autumn"
1670,"Autumn"
1671,"Autumn"
1672,"Autumn"
1673,"Autumn"
1674,"Autumn"
1675,"Autumn"
1676,"Autumn"
1677,"Autumn"
1678,"Autumn"
1679,"Autumn"
1680,"Autumn"
1681,"Autumn"
1682,"Autumn"
1683,"Autumn"
1684,"Autumn"
1685,"Autumn"
1686,"Autumn"
1687,"Autumn"
1688,"Autumn"
1689,"Autumn"
1690,"Autumn"
1691,"Autumn"
1692,"Autumn"
1693,"Autumn"
1694,"Autumn"
1695,"Autumn"
1696,"Autumn"
1697,"Autumn"
1698,"Autumn"
1699,"Autumn"
1700,"Autumn"
1701,"Autumn"
1702,"Autumn"
1703,"Autumn"
1704,"Autumn"
1705,"Autumn"
1706,"Autumn"
1707,"Autumn"
1708,"Autumn"
1709,"Autumn"
1710,"Autumn"
1711,"Autumn"
1712,"Autumn"
1713,"Autumn"
1714,"Autumn"
1715,"Autumn"
1716,"Autumn"
1717,"Autumn"
1718,"Autumn"
1719,"Autumn"
1720,"Autumn"
1721,"Autumn"
1722,"Winter"
1723,"Winter"
1724,"Winter"
1725,"Winter"
1726,"Winter"
1727,"Winter"
1728,"Winter"
1729,"Winter"
1730,"Winter"
1731,"Winter"
1732,"Winter"
1733,"Winter"
1734,"Winter"
1735,"Winter"
1736,"Winter"
1737,"Winter"
1738,"Winter"
1739,"Winter"
1740,"Winter"
1741,"Winter"
1742,"Winter"
1743,"Winter"
1744,"Winter"
1745,"Winter"
1746,"Winter"
